user_id,date,activity_type,duration_minutes,calories_burned,distance_km,avg_heart_rate,steps,sleep_hours,water_intake_liters,weight_kg,bmi,fitness_goal,age,gender
U056,2024-01-23,Running,63,344,3.46,132,15774,6.8,1.7,95.4,33.1,Weight Loss,43,Female
U057,2024-01-11,Swimming,71,560,10.13,143,4264,5.8,3.7,53.5,18.7,General Fitness,35,Male
U058,2024-09-12,CrossFit,107,833,0,168,7266,7.8,3.5,67.7,24.3,Muscle Gain,38,Male
U059,2024-02-10,Yoga,101,635,0,108,10209,5.0,1.9,50.3,20.6,Flexibility,26,Female
U060,2024-10-26,Cycling,107,782,7.99,140,5539,6.0,2.0,77.5,21.7,Weight Loss,42,Male
U061,2024-04-19,CrossFit,87,927,0,91,7313,5.7,2.1,53.7,14.1,Muscle Gain,60,Male
U062,2024-03-12,HIIT,101,929,0,135,7940,9.6,3.5,69.3,22.2,General Fitness,42,Male
U063,2024-08-14,Running,50,257,6.64,167,16256,6.4,3.7,91.4,28.5,Muscle Gain,24,Female
U064,2024-03-02,Yoga,35,322,0,106,2866,5.8,2.2,82.5,23.9,Endurance,33,Male
U065,2024-04-20,Walking,63,581,6.14,90,14983,5.3,1.4,71.3,29.2,Weight Loss,32,Male
U066,2024-02-24,Running,53,462,7.62,135,2248,5.1,1.1,55.7,17.5,General Fitness,33,Male
U067,2024-10-24,Weight Training,62,578,0,152,17965,4.5,1.2,53.5,22.0,Endurance,45,Male
U068,2024-01-02,Walking,33,207,2.77,125,18129,4.4,3.2,71.2,22.2,Flexibility,55,Male
U069,2024-08-27,Weight Training,15,104,0,134,9117,4.8,1.7,107.7,32.9,Flexibility,52,Male
U070,2024-05-31,Yoga,57,435,0,146,11435,9.0,2.3,96.9,38.0,Endurance,30,Male
U071,2024-08-02,Cycling,100,815,9.99,143,16025,6.0,2.0,89.5,27.3,Weight Loss,26,Male
U072,2024-01-31,Swimming,85,476,10.2,131,17623,7.3,2.2,54.5,16.1,Muscle Gain,26,Male
U073,2024-06-20,Cycling,101,585,9.88,160,16476,4.1,2.9,78.7,26.6,Muscle Gain,26,Male
U074,2024-09-21,Weight Training,102,857,0,159,13656,7.5,1.2,58.3,16.5,Endurance,59,Female
U075,2024-05-05,Walking,43,489,2.51,126,6988,7.6,1.6,52.4,14.1,Flexibility,39,Male
U076,2024-07-13,Swimming,46,456,2.64,108,10508,6.6,2.8,87.6,24.5,General Fitness,31,Male
U077,2024-06-24,CrossFit,111,1304,0,123,5384,6.9,2.7,98.1,32.1,General Fitness,22,Female
U078,2024-06-29,Weight Training,82,490,0,102,5223,8.7,3.0,51.8,17.8,Muscle Gain,45,Female
U079,2024-06-25,Yoga,38,304,0,118,14084,4.4,1.4,61.0,22.1,Muscle Gain,33,Female
U080,2024-08-06,HIIT,101,782,0,139,17376,9.9,1.8,76.5,27.5,Muscle Gain,28,Female
U081,2024-10-23,Yoga,105,795,0,105,2710,5.8,2.9,68.9,18.4,Muscle Gain,54,Female
U082,2024-08-17,HIIT,64,559,0,132,5599,4.9,3.0,102.0,29.6,Flexibility,49,Male
U083,2024-03-11,Weight Training,109,788,0,92,16445,7.5,1.6,91.1,33.2,Weight Loss,26,Male
U084,2024-10-08,Yoga,70,775,0,137,2143,5.1,3.4,67.6,22.1,Weight Loss,36,Female
U085,2024-01-13,CrossFit,107,959,0,107,14241,4.7,2.6,91.9,37.2,Muscle Gain,32,Male
U086,2024-10-17,Cycling,52,424,6.14,108,9963,5.2,2.9,102.8,30.8,Endurance,38,Male
U087,2024-09-23,Walking,77,600,9.47,91,14957,5.2,2.9,90.3,25.3,Flexibility,30,Male
U088,2024-09-22,Cycling,23,274,3.18,109,2886,8.9,3.5,103.5,30.6,Endurance,50,Female
U089,2024-10-22,Swimming,64,686,8.15,159,8669,5.2,3.3,75.4,25.2,Flexibility,19,Male
U090,2024-05-26,Walking,78,785,8.88,116,14490,4.1,2.0,90.6,28.2,Flexibility,56,Male
U091,2024-02-17,Running,86,1023,12.19,125,3703,4.7,1.6,65.7,22.8,General Fitness,31,Female
U092,2024-09-28,Running,120,1148,16.68,90,4537,4.6,2.0,73.5,24.3,Weight Loss,52,Male
U093,2024-05-03,Weight Training,82,831,0,163,3170,5.7,2.9,53.7,21.7,Weight Loss,40,Female
U094,2024-09-01,Walking,80,590,9.5,132,8256,7.1,3.0,66.5,20.3,Endurance,47,Female
U095,2024-08-17,HIIT,79,422,0,95,2393,4.6,2.2,105.9,36.5,Weight Loss,49,Female
U096,2024-09-26,Yoga,19,107,0,167,3219,4.9,2.4,104.7,41.4,General Fitness,59,Male
U097,2024-08-04,CrossFit,104,594,0,101,5496,6.2,3.8,75.5,21.6,Weight Loss,23,Female
U098,2024-06-13,Walking,71,532,8.77,156,8617,8.0,1.5,53.9,15.0,Weight Loss,39,Male
U099,2024-07-08,HIIT,39,264,0,159,4194,7.5,2.3,76.4,29.5,Muscle Gain,41,Male
U100,2024-09-03,Weight Training,89,853,0,155,7344,5.7,2.2,89.6,35.5,Endurance,53,Male
U101,2024-04-13,Cycling,102,745,13.41,144,16016,7.3,2.8,62.5,17.8,Weight Loss,27,Female
U102,2024-04-23,Weight Training,35,395,0,149,7857,6.9,2.2,85.6,24.4,Endurance,38,Male
U103,2024-02-24,HIIT,118,1200,0,97,7393,5.9,3.6,72.2,25.9,Muscle Gain,18,Female
U104,2024-04-24,Weight Training,15,131,0,162,17463,4.8,3.2,50.5,16.8,General Fitness,28,Female
U105,2024-09-03,CrossFit,75,614,0,104,5960,9.3,2.5,58.4,22.8,General Fitness,42,Male
U106,2024-04-09,Running,114,1050,5.8,100,6798,4.4,3.5,93.0,33.7,Endurance,36,Female
U107,2024-08-06,Weight Training,101,1186,0,134,17840,9.1,3.1,76.8,25.4,Weight Loss,55,Female
U108,2024-07-12,Cycling,63,475,6.99,134,15066,6.4,2.4,67.8,21.1,General Fitness,33,Male
U109,2024-07-13,Yoga,114,782,0,92,14014,4.9,3.8,100.4,27.0,Endurance,30,Female
U110,2024-01-11,Weight Training,103,646,0,101,4488,8.6,1.7,87.4,36.1,Endurance,36,Female
U111,2024-06-17,Weight Training,68,363,0,104,12963,7.0,2.9,56.9,15.5,Weight Loss,24,Male
U112,2024-04-16,Cycling,65,647,9.16,143,2292,4.2,1.1,74.1,23.5,Endurance,47,Female
U113,2024-02-15,CrossFit,86,982,0,116,9230,5.9,2.5,92.8,32.4,General Fitness,29,Male
U114,2024-07-30,Yoga,88,688,0,162,4991,8.9,2.2,108.2,32.2,Flexibility,36,Male
U115,2024-03-13,Swimming,17,189,1.01,153,6545,8.9,2.2,71.9,20.7,Endurance,43,Female
U116,2024-03-13,Yoga,90,1018,0,153,6211,5.7,1.1,52.1,14.4,Weight Loss,52,Female
U117,2024-03-14,Running,26,185,3.24,92,12473,4.5,1.1,95.9,34.7,Flexibility,25,Female
U118,2024-04-12,Weight Training,108,583,0,115,9683,5.9,2.3,89.3,33.3,Weight Loss,23,Male
U119,2024-06-07,Running,107,563,5.91,166,9693,4.4,2.3,56.8,23.6,General Fitness,20,Male
U120,2024-01-26,Weight Training,57,563,0,125,4112,6.0,3.6,86.0,32.7,General Fitness,32,Male
U121,2024-01-13,Yoga,105,687,0,146,15669,6.5,1.7,75.0,28.6,General Fitness,23,Male
U122,2024-01-02,Swimming,101,954,10.3,134,11931,8.7,3.7,108.9,31.6,Endurance,32,Male
U123,2024-08-17,Cycling,19,225,2.24,117,10012,4.1,2.8,79.8,30.0,General Fitness,50,Female
U124,2024-07-01,Swimming,27,240,4.02,129,6585,8.0,2.8,78.5,26.7,Weight Loss,24,Female
U125,2024-10-04,CrossFit,69,576,0,102,18681,7.0,2.2,103.9,31.6,Muscle Gain,44,Male
U126,2024-03-23,Walking,84,729,9.78,135,2805,4.5,3.0,102.7,29.6,Flexibility,43,Male
U127,2024-02-13,Swimming,38,303,3.55,155,18871,4.1,3.1,61.7,18.9,Flexibility,38,Male
U128,2024-10-01,Swimming,85,970,9.37,158,2022,6.8,2.7,64.5,22.9,Weight Loss,26,Female
U129,2024-01-13,HIIT,94,783,0,149,6990,6.6,3.9,100.2,34.6,General Fitness,30,Female
U130,2024-09-04,Running,55,286,3.15,127,6089,8.6,1.3,106.8,36.7,General Fitness,55,Male
U131,2024-02-28,Cycling,120,716,17.49,135,14991,6.1,1.3,82.0,32.8,Endurance,51,Female
U132,2024-04-02,Running,22,244,1.89,95,2142,8.3,1.6,66.2,19.7,General Fitness,46,Female
U133,2024-02-22,HIIT,96,791,0,96,9632,7.9,3.3,85.4,35.2,Muscle Gain,39,Male
U134,2024-06-25,Cycling,97,829,12.96,94,18167,5.7,2.7,108.1,36.9,Muscle Gain,29,Male
U135,2024-09-12,Weight Training,39,306,0,116,5901,7.8,1.0,60.1,24.5,Muscle Gain,19,Male
U136,2024-08-28,Yoga,115,714,0,139,15876,4.8,3.1,84.5,29.4,Endurance,19,Female
U137,2024-09-10,CrossFit,115,1130,0,125,11996,6.3,3.0,85.9,23.5,Endurance,21,Female
U138,2024-07-13,CrossFit,115,742,0,128,10295,9.6,1.7,69.8,28.1,Flexibility,53,Female
U139,2024-06-29,HIIT,80,511,0,124,18602,5.2,1.9,94.5,35.1,General Fitness,45,Male
U140,2024-08-30,Walking,78,507,11.53,128,18960,5.9,1.5,101.6,28.9,Endurance,51,Female
U141,2024-05-08,Running,80,904,6.33,110,15386,8.6,2.8,63.1,17.8,Endurance,33,Female
U142,2024-03-30,HIIT,83,433,0,93,12013,5.9,1.2,109.7,44.9,General Fitness,35,Female
U143,2024-04-10,CrossFit,36,364,0,91,3675,6.7,1.8,105.1,30.6,General Fitness,20,Female
U144,2024-06-25,CrossFit,44,501,0,152,6649,9.1,2.8,66.2,19.0,Weight Loss,33,Male
U145,2024-06-02,Cycling,68,405,7.2,134,5602,6.1,3.0,91.3,28.0,Endurance,19,Male
U146,2024-04-29,Cycling,54,349,3.93,98,6563,9.5,2.8,96.3,28.9,Muscle Gain,49,Female
U147,2024-03-26,Weight Training,25,264,0,102,5659,4.9,3.0,84.6,30.7,Flexibility,40,Male
U148,2024-02-26,CrossFit,119,815,0,160,16225,9.0,2.1,61.0,18.5,Weight Loss,51,Female
U149,2024-08-08,CrossFit,43,374,0,160,13471,6.1,2.0,54.8,16.9,Weight Loss,56,Male
U150,2024-08-20,Weight Training,56,316,0,151,11975,6.1,2.1,95.3,35.5,Weight Loss,44,Male
U151,2024-03-12,CrossFit,38,334,0,103,15622,6.7,1.7,65.0,25.8,Weight Loss,60,Female
U152,2024-05-11,CrossFit,62,728,0,111,15939,5.5,1.3,95.2,39.0,General Fitness,25,Female
U153,2024-04-30,Walking,35,178,3.93,97,15890,7.4,1.3,99.9,36.9,General Fitness,56,Female
U154,2024-03-14,Cycling,70,714,10.09,129,12996,4.2,2.0,86.9,27.2,Muscle Gain,44,Female
U155,2024-09-28,Weight Training,101,1073,0,112,9055,5.7,1.7,96.5,26.2,Weight Loss,37,Female
U156,2024-03-15,Cycling,99,697,6.46,108,14101,7.6,1.7,67.9,27.6,General Fitness,29,Male
U157,2024-06-18,Cycling,46,312,4.47,137,16469,6.3,1.6,86.6,34.1,Endurance,55,Male
U158,2024-07-09,Yoga,95,647,0,100,19083,9.1,1.6,67.9,22.8,Muscle Gain,23,Male
U159,2024-08-27,Swimming,100,1186,9.84,105,5512,5.9,2.2,91.0,35.7,General Fitness,26,Female
U160,2024-02-12,HIIT,118,643,0,147,9000,9.1,2.5,100.5,38.9,Weight Loss,50,Female
U161,2024-06-13,Weight Training,119,1110,0,110,5209,7.6,1.7,84.0,33.6,Flexibility,31,Female
U162,2024-05-29,Walking,114,956,14.51,135,6486,7.4,3.0,79.2,26.6,Endurance,56,Male
U163,2024-07-12,HIIT,40,215,0,125,12413,4.3,3.4,60.7,23.6,General Fitness,33,Female
U164,2024-01-25,Running,42,428,3.4,134,3811,5.0,1.9,74.0,21.5,Muscle Gain,59,Male
U165,2024-02-05,Yoga,16,147,0,116,10950,6.4,3.1,90.8,32.6,General Fitness,27,Male
U166,2024-05-04,Walking,84,716,4.58,121,6330,6.7,1.2,102.3,36.4,Muscle Gain,35,Female
U167,2024-03-29,Running,27,238,1.78,90,5228,5.4,3.0,60.1,17.2,Weight Loss,53,Male
U168,2024-02-14,Cycling,111,1077,11.35,142,9283,6.5,1.0,82.2,24.8,Flexibility,33,Female
U169,2024-02-11,Running,74,758,8.08,129,17928,6.6,1.6,52.6,18.4,Endurance,24,Male
U170,2024-09-29,CrossFit,16,131,0,145,9911,5.6,2.1,97.7,28.0,General Fitness,38,Male
U171,2024-06-04,Swimming,42,344,4.32,100,5608,9.3,2.8,54.8,20.0,Endurance,34,Female
U172,2024-02-10,Walking,92,764,10.27,134,13089,6.3,1.3,61.2,20.7,Muscle Gain,46,Female
U173,2024-07-24,Cycling,103,1059,10.31,143,6632,9.1,1.7,71.3,28.1,Flexibility,46,Male
U174,2024-01-24,Running,62,467,4.39,102,8409,7.3,3.6,78.7,28.4,Muscle Gain,26,Male
U175,2024-04-14,Yoga,100,766,0,98,11893,5.8,2.2,72.9,23.9,Muscle Gain,18,Female
U176,2024-04-26,Cycling,24,255,2.2,102,11771,5.0,3.0,72.5,26.1,Weight Loss,56,Female
U177,2024-07-17,Walking,41,459,3.75,151,2891,9.1,2.2,72.6,19.3,General Fitness,50,Female
U178,2024-04-26,Running,42,320,4.45,119,2097,4.2,2.6,79.2,24.7,Flexibility,32,Male
U179,2024-04-24,HIIT,88,1040,0,108,5722,8.0,1.5,106.1,36.6,Endurance,22,Male
U180,2024-09-02,Yoga,21,160,0,108,5086,4.5,2.4,57.7,22.2,Weight Loss,51,Male
U181,2024-09-26,Running,26,227,2.46,164,15122,7.9,3.5,78.8,23.8,General Fitness,51,Female
U182,2024-02-26,CrossFit,51,462,0,147,3863,5.9,3.8,58.1,19.1,Endurance,52,Female
U183,2024-02-09,HIIT,68,509,0,102,19515,8.0,4.0,103.5,42.9,Flexibility,31,Female
U184,2024-04-01,Walking,46,260,4.18,102,7510,7.6,3.9,72.0,25.2,Flexibility,24,Female
U185,2024-10-24,Yoga,92,724,0,152,18617,4.4,2.7,103.5,33.4,General Fitness,21,Female
U186,2024-03-28,Swimming,104,554,13.14,91,18370,4.5,4.0,70.9,20.3,Weight Loss,42,Male
U187,2024-01-24,Weight Training,68,778,0,120,4519,6.8,3.6,69.8,22.0,Endurance,56,Male
U188,2024-06-23,Weight Training,75,728,0,166,13706,8.5,2.1,96.6,31.5,Flexibility,33,Male
U189,2024-08-12,Swimming,76,832,11.39,117,7050,4.9,2.0,107.7,37.9,Endurance,22,Male
U190,2024-02-24,HIIT,86,960,0,98,10325,9.0,3.6,103.9,28.4,Muscle Gain,30,Female
U191,2024-05-08,Running,30,296,2.69,163,10556,6.1,1.3,62.5,18.1,Endurance,32,Male
U192,2024-06-21,HIIT,64,417,0,96,9941,4.1,3.3,78.2,26.7,General Fitness,20,Female
U193,2024-03-31,Yoga,61,681,0,164,19641,6.8,2.9,104.9,42.9,Weight Loss,47,Female
U194,2024-08-28,Weight Training,57,544,0,101,15714,6.4,1.2,102.6,38.3,Muscle Gain,45,Female
U195,2024-03-28,Running,76,748,4.72,118,11625,9.8,3.1,60.8,23.7,Muscle Gain,35,Male
U196,2024-02-18,Weight Training,118,1258,0,142,10048,5.1,1.7,68.8,18.8,General Fitness,24,Female
U197,2024-05-05,Yoga,49,302,0,160,10871,4.9,4.0,51.8,15.5,Endurance,18,Female
U198,2024-08-01,CrossFit,67,499,0,101,5867,8.0,2.5,89.4,23.7,Endurance,18,Female
U199,2024-03-09,Cycling,54,457,3.74,159,4128,9.4,2.4,69.2,19.5,Endurance,38,Male
U200,2024-04-02,Running,80,909,5.43,99,4313,4.2,1.6,73.0,22.6,General Fitness,55,Male
U001,2024-03-26,Running,96,1122,7.12,138,14504,6.6,3.0,109.9,34.3,General Fitness,40,Male
U002,2024-04-08,Weight Training,83,637,0,162,10193,4.6,1.2,99.4,28.6,General Fitness,19,Male
U003,2024-04-06,Yoga,31,215,0,170,6875,5.8,2.1,90.4,29.4,Endurance,44,Male
U004,2024-02-22,Weight Training,118,837,0,156,19655,7.6,3.9,65.4,21.6,General Fitness,42,Female
U005,2024-07-15,Yoga,108,568,0,145,13861,8.9,1.5,64.9,20.6,General Fitness,26,Female
U006,2024-10-13,HIIT,17,138,0,116,13141,8.9,1.1,101.7,39.0,General Fitness,57,Female
U007,2024-05-25,Yoga,76,828,0,91,10150,7.4,3.4,86.3,23.1,Endurance,31,Female
U008,2024-06-23,Cycling,75,587,4.09,148,6082,8.8,2.6,50.3,14.6,Endurance,26,Female
U009,2024-10-02,Weight Training,50,595,0,168,15171,8.0,2.5,76.0,25.4,General Fitness,55,Female
U010,2024-08-09,CrossFit,17,133,0,103,16993,8.2,3.6,51.3,14.3,General Fitness,21,Male
U011,2024-08-17,Yoga,94,759,0,100,4647,4.2,3.3,97.9,35.8,Weight Loss,39,Female
U012,2024-01-11,CrossFit,60,475,0,131,2001,7.9,1.2,93.7,31.7,Weight Loss,42,Female
U013,2024-08-10,Yoga,48,429,0,113,8698,5.7,1.6,107.9,33.5,General Fitness,51,Female
U014,2024-06-24,Running,50,363,7.05,132,15400,6.5,3.1,97.5,36.2,Endurance,20,Male
U015,2024-08-16,Yoga,37,391,0,145,4362,6.8,3.1,85.3,23.4,Weight Loss,37,Male
U016,2024-07-11,Swimming,57,307,7.76,120,19659,5.9,3.1,79.4,23.3,Endurance,50,Male
U017,2024-07-16,Walking,112,1152,11.39,126,10011,8.6,2.2,83.6,33.9,Muscle Gain,38,Female
U018,2024-07-12,Weight Training,17,170,0,100,2712,8.6,3.6,58.5,18.7,General Fitness,39,Male
U019,2024-09-25,Weight Training,15,154,0,154,14087,4.9,3.6,92.5,30.8,Flexibility,48,Male
U020,2024-05-24,Weight Training,64,466,0,108,3691,9.7,3.2,62.9,22.5,Muscle Gain,58,Female
U021,2024-07-08,Walking,80,837,7.02,121,9622,4.6,1.2,107.8,40.6,Flexibility,44,Male
U022,2024-07-01,CrossFit,106,1154,0,96,16696,9.3,3.5,103.2,37.0,Flexibility,47,Female
U023,2024-10-10,Swimming,101,797,6.42,121,14858,6.7,1.9,52.5,16.3,General Fitness,49,Female
U024,2024-06-20,Yoga,115,974,0,137,10933,8.1,3.0,106.5,29.9,Muscle Gain,55,Female
U025,2024-10-12,Weight Training,72,737,0,122,2901,9.8,3.4,78.6,26.1,Flexibility,36,Male
U026,2024-06-01,Yoga,34,175,0,151,15803,6.8,1.2,85.8,30.0,Weight Loss,22,Female
U027,2024-10-19,CrossFit,113,729,0,116,3946,7.7,1.2,51.9,15.4,Endurance,20,Female
U028,2024-06-19,HIIT,65,487,0,154,6915,5.5,1.9,65.8,24.2,Flexibility,41,Male
U029,2024-01-07,HIIT,38,433,0,106,15487,6.6,1.1,91.0,24.8,Weight Loss,34,Female
U030,2024-02-10,Running,88,893,5.02,121,12081,7.5,3.3,71.7,24.3,General Fitness,56,Female
U031,2024-07-24,HIIT,25,140,0,103,12429,7.0,3.2,76.9,20.8,Flexibility,22,Female
U032,2024-05-23,Yoga,75,610,0,101,18735,7.9,2.9,80.7,24.4,Flexibility,55,Female
U033,2024-03-09,Walking,100,955,12.82,139,19942,9.3,3.1,50.9,17.6,Endurance,43,Female
U034,2024-04-02,HIIT,17,147,0,169,4221,5.7,1.5,64.0,23.7,General Fitness,29,Female
U035,2024-01-29,Walking,51,560,4.16,151,9928,7.7,2.3,104.9,42.2,Endurance,22,Male
U036,2024-05-09,Cycling,83,640,4.42,152,12077,6.7,1.7,83.1,23.4,Flexibility,50,Female
U037,2024-03-26,Swimming,48,392,6.55,106,2087,5.1,2.8,66.9,27.6,Muscle Gain,50,Female
U038,2024-02-18,Weight Training,60,716,0,158,15313,6.5,3.8,101.9,33.6,Muscle Gain,23,Male
U039,2024-08-02,HIIT,24,204,0,114,2283,4.8,2.5,61.7,16.9,Endurance,52,Male
U040,2024-06-16,HIIT,41,477,0,157,19628,6.2,1.5,57.1,18.2,Endurance,57,Male
U041,2024-09-22,Yoga,105,1176,0,99,7597,9.8,2.7,72.5,25.3,Weight Loss,42,Female
U042,2024-10-19,HIIT,112,1046,0,117,19630,5.2,3.6,85.3,30.4,Weight Loss,53,Male
U043,2024-06-08,Running,40,468,2.26,123,14621,5.1,1.4,86.4,24.5,Muscle Gain,24,Female
U044,2024-05-31,CrossFit,110,1197,0,96,5329,5.0,2.5,59.3,16.2,Weight Loss,23,Female
U045,2024-04-07,Walking,26,165,1.52,135,13876,5.2,1.2,53.8,20.0,Weight Loss,37,Female
U046,2024-06-04,Running,72,582,4.23,102,3554,7.7,3.7,74.4,23.1,Endurance,38,Female
U047,2024-04-04,Walking,109,1185,10.16,129,12667,9.9,1.9,97.0,28.4,General Fitness,55,Male
U048,2024-02-22,Swimming,67,775,9.1,166,10745,6.0,1.2,68.4,27.3,Weight Loss,44,Male
U049,2024-03-08,Walking,97,743,10.82,92,3929,9.4,3.7,101.0,29.8,Muscle Gain,60,Female
U050,2024-09-12,Swimming,117,1191,10.58,108,15677,8.9,3.8,59.1,23.6,Endurance,58,Female
U051,2024-10-20,Swimming,98,1026,13.09,162,14499,9.7,1.1,61.6,22.4,Weight Loss,18,Male
U052,2024-04-13,HIIT,87,575,0,135,18130,4.8,1.4,87.6,35.6,Muscle Gain,27,Male
U053,2024-08-25,Running,97,933,13.7,124,13128,7.7,3.2,65.2,24.6,Weight Loss,27,Female
U054,2024-03-16,Cycling,52,381,7.29,95,12852,8.1,2.5,105.5,32.3,General Fitness,43,Male
U055,2024-05-14,Walking,20,140,1.06,113,10590,4.1,3.3,100.8,27.8,Flexibility,43,Female
U056,2024-05-12,Running,106,960,8.03,100,18471,9.8,2.8,69.8,24.0,Muscle Gain,20,Male
U057,2024-07-14,Walking,57,535,4.87,107,9227,7.1,2.5,80.5,26.2,Endurance,45,Male
U058,2024-02-20,Cycling,41,316,5.98,143,6193,9.3,1.4,85.5,23.6,Muscle Gain,53,Female
U059,2024-06-17,Running,50,418,5.45,147,4609,8.5,2.8,62.9,26.0,Weight Loss,34,Female
U060,2024-10-15,Weight Training,86,531,0,162,11497,5.8,2.8,95.2,34.8,Weight Loss,41,Male
U061,2024-01-29,Yoga,71,418,0,120,13744,9.3,3.9,74.5,27.8,General Fitness,39,Male
U062,2024-07-30,Swimming,99,1000,9.83,161,10383,9.2,3.3,74.2,22.9,Endurance,42,Male
U063,2024-01-01,Swimming,62,646,8.92,158,8080,9.2,1.5,104.4,30.9,Weight Loss,51,Male
U064,2024-08-04,Swimming,46,350,2.49,155,18850,6.1,2.6,67.9,18.3,Flexibility,44,Female
U065,2024-10-21,Running,93,1082,7.24,160,9169,6.9,1.8,66.8,23.7,Flexibility,39,Male
U066,2024-03-22,Cycling,44,330,3.08,151,12563,9.4,3.1,92.5,28.9,General Fitness,57,Female
U067,2024-07-16,Yoga,83,826,0,125,4850,9.8,1.2,88.2,23.5,Muscle Gain,45,Female
U068,2024-06-11,HIIT,112,654,0,105,18155,6.5,2.0,66.1,22.5,Weight Loss,40,Female
U069,2024-01-26,Yoga,29,269,0,146,19346,7.6,1.7,93.4,25.5,General Fitness,31,Female
U070,2024-03-20,Swimming,22,238,1.97,114,3233,4.5,3.2,84.5,25.8,Muscle Gain,35,Male
U071,2024-01-25,Swimming,82,571,8.54,117,12004,8.6,2.8,78.8,26.8,General Fitness,58,Female
U072,2024-01-03,Walking,98,966,14.26,154,3100,5.6,3.4,61.8,22.2,Weight Loss,39,Male
U073,2024-05-13,CrossFit,110,736,0,157,15078,6.4,3.2,56.3,19.8,Endurance,44,Male
U074,2024-07-25,HIIT,46,418,0,140,3340,7.7,2.3,101.3,27.4,Muscle Gain,49,Male
U075,2024-06-27,Running,95,696,6.71,128,4063,4.6,3.1,92.6,26.2,Flexibility,46,Male
U076,2024-04-21,HIIT,109,577,0,100,13711,9.8,3.2,101.0,30.8,General Fitness,33,Male
U077,2024-04-21,CrossFit,73,538,0,130,19990,4.8,3.7,73.2,24.8,General Fitness,41,Female
U078,2024-09-03,CrossFit,97,832,0,126,14957,4.0,2.7,96.6,39.7,Endurance,23,Male
U079,2024-04-15,Cycling,73,611,6.35,109,11087,5.8,3.4,86.2,33.0,Weight Loss,45,Female
U080,2024-07-13,Swimming,81,835,10.21,156,13021,8.0,2.4,76.4,25.7,Endurance,55,Male
U081,2024-08-09,CrossFit,17,128,0,128,10628,7.9,3.1,88.3,31.6,General Fitness,48,Female
U082,2024-01-28,Cycling,58,639,7.54,112,6615,8.4,3.5,65.9,20.5,Flexibility,43,Male
U083,2024-06-19,Yoga,29,215,0,136,17198,6.8,4.0,89.8,35.3,Endurance,47,Female
U084,2024-09-04,Weight Training,113,792,0,123,9877,8.0,3.5,89.6,26.8,Muscle Gain,29,Female
U085,2024-09-06,HIIT,74,868,0,133,15149,5.5,1.7,66.2,17.7,Endurance,24,Female
U086,2024-06-27,HIIT,98,746,0,117,12291,4.9,3.6,82.2,21.9,General Fitness,19,Female
U087,2024-09-28,CrossFit,110,1010,0,152,13866,9.6,1.3,74.5,30.3,Endurance,58,Male
U088,2024-08-15,Weight Training,67,413,0,117,11894,6.7,1.9,77.9,28.6,Weight Loss,34,Female
U089,2024-01-22,CrossFit,107,1141,0,121,11530,4.7,2.0,69.2,24.3,General Fitness,31,Female
U090,2024-01-10,Yoga,62,619,0,141,3215,4.7,1.1,86.5,29.7,Weight Loss,47,Female
U091,2024-01-18,Running,99,1081,12.45,146,3155,9.6,2.4,97.4,35.4,Flexibility,52,Female
U092,2024-10-08,Swimming,82,589,9.68,140,7114,4.7,3.4,84.7,24.4,General Fitness,45,Female
U093,2024-09-26,Walking,101,681,15.13,144,17951,10.0,2.1,90.4,31.6,General Fitness,44,Male
U094,2024-06-25,CrossFit,22,179,0,107,19497,7.2,1.8,55.1,20.6,Weight Loss,30,Male
U095,2024-04-25,Cycling,49,310,5.41,129,7405,7.0,1.9,86.9,29.3,Endurance,48,Female
U096,2024-01-06,CrossFit,113,1213,0,98,10782,7.1,1.1,92.2,25.8,Weight Loss,47,Male
U097,2024-04-02,HIIT,114,1071,0,136,7025,6.3,1.1,60.4,16.9,Flexibility,33,Female
U098,2024-10-25,Yoga,105,1097,0,98,6636,9.3,3.6,81.4,27.5,Weight Loss,23,Male
U099,2024-10-26,Swimming,40,423,2.66,123,7452,5.9,1.5,72.7,19.7,Flexibility,59,Male
U100,2024-05-19,HIIT,118,1101,0,129,14920,9.9,3.3,77.1,28.1,Flexibility,41,Male
U101,2024-06-24,Swimming,62,607,5.07,126,4503,4.7,1.3,96.3,31.0,Weight Loss,31,Female
U102,2024-02-21,CrossFit,39,334,0,92,13079,4.9,1.6,99.5,30.5,General Fitness,31,Female
U103,2024-02-08,Walking,80,568,4.8,125,18274,9.6,1.8,90.2,34.5,Endurance,60,Male
U104,2024-01-06,Weight Training,46,334,0,97,5193,4.7,2.3,82.5,22.5,Muscle Gain,18,Female
U105,2024-10-05,Walking,52,430,5.11,163,2346,9.9,3.0,79.0,31.1,Muscle Gain,47,Female
U106,2024-09-12,Swimming,109,1005,5.48,143,17819,8.1,1.2,75.0,20.1,Muscle Gain,20,Female
U107,2024-03-23,Walking,86,459,6.88,154,14777,8.9,1.7,63.6,18.0,Flexibility,37,Female
U108,2024-01-11,Walking,47,437,4.55,103,4730,6.4,2.0,104.4,30.5,Flexibility,34,Male
U109,2024-08-18,CrossFit,97,495,0,128,6282,6.0,3.0,56.9,15.2,Weight Loss,25,Male
U110,2024-08-24,HIIT,86,775,0,114,15012,10.0,1.4,73.5,19.7,Endurance,29,Male
U111,2024-01-02,HIIT,46,251,0,121,15040,8.4,3.3,70.5,26.9,Muscle Gain,29,Male
